ID,Product,Brand,Model,Notes,Network Techology,Network 2G bands,Network 3G bands,Network 4G bands,Network 5G bands,Network Speed,Network GPRS,Network EDGE,Announced,Status,Body Dimensions,Body Weight,Body Built,Body Keyboard,Body SIM,Body other,Display Type,Display Size,Display Resolution,Display Protection,Display other,Platform OS,Platform Chipset,Platform CPU,Platform GPU,Memory Card slot,Memory Phonebook,Memory Internal,Memory Call records,Memory Other,Main Camera Single,Main Camera Dual,Main Camera Triple,Main Camera Quad,Main Camera Five,Main Camera Penta,Main Camera Features,Main Camera Video,Selfie Camera Single,Selfie Camera Dual,Selfie Camera Triple,Selfie Camera Quad,Selfie Camera Features,Selfie Camera Video,Sound Alert types,Sound Loudspeaker,Sound 3.5mm jack,Sound other,Comms WLAN,Comms Bluetooth,Comms GPS,Comms NFC,Comms Radio,Comms USB,Comms Other,Features Sensors,Features Messaging,Features Browser,Features Clock,Features Alarm,Features Games,Features Languages,Features Java,Features other,Battery other,Battery Charging,Battery Stand by,Battery Talk time,Battery Music play,Misc Colors,Misc Models,Misc SAR US,Misc SAR EU,Misc Price group
5071,Apple iPad 4 Wi-Fi + Cellular,Apple,iPad 4 Wi-Fi + Cellular,"Also known as Apple iPad 4 Wi-Fi + 4G, Apple iPad with Retina display, Apple iPad (4th generation)",GSM / CDMA / HSPA / EVDO / LTE;,GSM 850 / 900 / 1800 / 1900 - A1459/ A1460;CDMA 800 / 1900 / 2100 - A1460;,HSDPA 850 / 900 / 1900 / 2100 - A1459/ A1460;CDMA2000 1xEV-DO - A1460;,"4, 17 - A1459; LTE 700 / 850 / 1800 / 1900 / 2100 - A1460;",,"HSPA, LTE, EV-DO Rev.A 3.1 Mbps;",,,"2012, October. Released 2012, November;",Discontinued;,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in);,662 g (1.46 lb);,,,Micro-SIM;,,IPS LCD;,"9.7 inches, 291.4 cm2 (~65.1% screen-to-body ratio);","1536 x 2048 pixels, 4:3 ratio (~264 ppi density);","Scratch-resistant glass, oleophobic coating;",,"iOS 6, upgradable to iOS 10.3;",Apple A6X (32 nm);,Dual-core 1.4 GHz;,PowerVR SGX554MP4 (quad-core graphics);,No;,,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM;",,,"5 MP, AF;",,,,,,,1080p@30fps;,1.2 MP;,,,,"face detection, FaceTime over Wi-Fi or Cellular;",720p@30fps;,,Yes;,Yes;,,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;","4.0, A2DP;","GPS, GLONASS;",No;,No;,"Lightning, USB 2.0;",,"Accelerometer, gyro, compass;",,,,,,,,,"Li-Po 11560 mAh, non-removable (42.5 Wh);",,Up to 720 h;,Up to 9 h;,,"Black, White;","A1459, A1460, iPad3,5, iPad3,6;",,,About 500 EUR;
8620,Apple iPad 9.7 (2017),Apple,iPad 9.7 (2017),"Also known as Apple iPad (5th generation)
Wi-Fi + Cellular & GPS: A1823 (Global)
Wi-Fi only, w/o GPS: A1822 (Global)",GSM / CDMA / HSPA / EVDO / LTE;,GSM 850 / 900 / 1800 / 1900 ;CDMA 800 / 1900 ;,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ;CDMA2000 1xEV-DO ;,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 38, 39, 40, 41;",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps;",,,"2017, March;","Available. Released 2017, March;",240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in);,469 g (Wi-Fi) / 478 g (LTE) (1.03 lb);,"Glass front, aluminum back, aluminum frame;",,Nano-SIM and eSIM;,,IPS LCD;,"9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio);","1536 x 2048 pixels, 4:3 ratio (~264 ppi density);","Scratch-resistant glass, oleophobic coating;",,"iOS 10.3, upgradable to iPadOS 16.7.5;",Apple A9 (14 nm);,Dual-core 1.84 GHz (Twister);,PowerVR GT7600 (six-core graphics);,No;,,"32GB 2GB RAM, 128GB 2GB RAM;",,,"8 MP, f/2.4, 31mm (standard), 1.12Âµm, AF;",,,,,,HDR;,"1080p@30fps, 720p@120fps, HDR, stereo sound rec.;","1.2 MP, f/2.2, 31mm (standard);",,,,"Face detection, HDR, panorama;",720p@30fps;,,"Yes, with stereo speakers;",Yes;,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;","4.2, A2DP, EDR, LE;","GPS, GLONASS (Wiâ€‘Fi + Cellular model only);",No;,No;,"Lightning, USB 2.0;",,"Fingerprint (front-mounted), accelerometer, gyro, compass, barometer;",,,,,,,,,"Li-Po 8827 mAh, non-removable (32.9 Wh);",,,Up to 10 h (multimedia);,,"Silver, Gold, Space Gray;","A1822, A1823, iPad6,11, iPad6,12;",1.18 W/kg (body) &nbsp; &nbsp; ;0.99 W/kg (body) &nbsp; &nbsp; ;,0.99 W/kg (body) &nbsp; &nbsp; ;,About 390 EUR;
9142,Apple iPad 9.7 (2018),Apple,iPad 9.7 (2018),"Also known as Apple iPad 9.7"" 6th Gen, Apple iPad 9.7"" (6th generation)
Wi-Fi + Cellular & GPS: A1954 (Global)
Wi-Fi only, w/o GPS: A1893 (Global)",GSM / CDMA / HSPA / EVDO / LTE;,GSM 850 / 900 / 1800 / 1900 ;CDMA 800 / 1900 ;,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ;CDMA2000 1xEV-DO ;,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 38, 39, 40, 41 - A1954;",,"HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps;",,,"2018, March 27;","Available. Released 2018, March 27;",240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in);,469 g (Wi-Fi) / 478 g (LTE) (1.05 lb);,"Glass front, aluminum back, aluminum frame;",,Nano-SIM and eSIM;,Stylus support (1st gen only);,IPS LCD;,"9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio);","1536 x 2048 pixels, 4:3 ratio (~264 ppi density);","Scratch-resistant glass, oleophobic coating;",,"iOS 11.3, upgradable to iPadOS 17.5.1;",Apple A10 Fusion (16 nm);,Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr);,PowerVR Series7XT Plus (six-core graphics);,No;,,"32GB 2GB RAM, 128GB 2GB RAM;",,,"8 MP, f/2.4, 31mm (standard), 1.12Âµm, AF;",,,,,,HDR;,"1080p@30fps, 720p@120fps, HDR, stereo sound rec.;","1.2 MP, f/2.2, 31mm (standard);",,,,"Face detection, HDR, panorama;",720p@30fps;,,"Yes, with stereo speakers;",Yes;,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;","4.2, A2DP, EDR, LE;","GPS, GLONASS (Wi&#8209;Fi + Cellular model only);",No;,No;,"Lightning, USB 2.0;",,"Fingerprint (front-mounted), accelerometer, gyro, compass, barometer;",,,,,,,,,"Li-Po 8827 mAh, non-removable (32.9 Wh);",,,Up to 10 h (multimedia);,,"Silver, Gold, Space Gray;","A1893, A1954, iPad7,5, iPad7,6;",1.18 W/kg (body) &nbsp; &nbsp; ;0.99 W/kg (body) &nbsp; &nbsp; ;,0.99 W/kg (body) &nbsp; &nbsp; ;,About 350 EUR;
5797,Apple iPad Air,Apple,iPad Air,"Supported LTE Networks
Versions: Apple iPad Air Wi-Fi + Cellular (3G/LTE); Apple iPad Air Wi-Fi (Wi-Fi, w/o GPS)",GSM / CDMA / HSPA / EVDO / LTE;,GSM 850 / 900 / 1800 / 1900 ;CDMA 800 / 1900 ;,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ;CDMA2000 1xEV-DO ;,"1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26;",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps;",,,"2013, October 22. Released 2013, November 01;",Discontinued;,240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in);,469 g (Wi-Fi) / 478 g (3G/LTE) (1.03 lb);,"Glass front, aluminum back, aluminum frame;",,Nano-SIM;,,IPS LCD;,"9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio);","1536 x 2048 pixels, 4:3 ratio (~264 ppi density);","Scratch-resistant glass, oleophobic coating;",,"iOS 7, upgradable to iPadOS 12.5.6;",Apple A7 (28 nm);,Dual-core 1.3 GHz Cyclone (ARM v8-based);,PowerVR G6430 (quad-core graphics);,No;,,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM;",,,"5 MP, f/2.4, 33mm (standard), AF;",,,,,,HDR;,1080p@30fps;,1.2 MP;,,,,"face detection, FaceTime over Wi-Fi or Cellular;",720p@30fps;,,"Yes, with stereo speakers;",Yes;,,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;","4.0, A2DP, EDR;","GPS, GLONASS (3G/LTE model only);",No;,No;,"Lightning, USB 2.0;",,"Accelerometer, gyro, compass;",,,,,,,,,"Li-Po 8600 mAh, non-removable (32.4 Wh);",,,Up to 10 h (multimedia);,,"Space Gray, Silver;","A1474, A1475, A1476, iPad4,1, iPad4,2, iPad4,3;",1.18 W/kg (body) &nbsp; &nbsp; ;0.99 W/kg (body) &nbsp; &nbsp; ;,0.99 W/kg (body) &nbsp; &nbsp; ;,About 350 EUR;
9638,Apple iPad Air (2019),Apple,iPad Air (2019),"Also known as Apple iPad Air 3, iPad Air (3rd generation)
Wi-Fi + Cellular & GPS: A2153, A2123 (Global); A2154 (China)
Wi-Fi only, w/o GPS: A2152 (Global)",GSM / HSPA / LTE;,GSM 850 / 900 / 1800 / 1900 ;,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ;,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 46, 66, 71 - A2153;1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 66 - A2123;",,"HSPA 42.2/5.76 Mbps, LTE (CA) Cat16 1024/150 Mbps;",,,"2019, March 18;","Available. Released 2019, March 18;",250.6 x 174.1 x 6.1 mm (9.87 x 6.85 x 0.24 in);,456 g (Wi-Fi) / 464 g (3G/LTE) (1.01 lb);,"Glass front, aluminum back, aluminum frame;",,Nano-SIM and eSIM;,Stylus support (1st gen only);,IPS LCD;,"10.5 inches, 341.4 cm2 (~78.3% screen-to-body ratio);","1668 x 2224 pixels, 4:3 ratio (~265 ppi density);","Scratch-resistant glass, oleophobic coating;",True-tone;,"iOS 12.1.3, upgradable to iPadOS 17.5.1;",Apple A12 Bionic (7 nm);,Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest);,Apple GPU (4-core graphics);,No;,,"64GB 3GB RAM, 256GB 3GB RAM;",,,"8 MP, f/2.4, 31mm (standard), 1.12Âµm, AF;",,,,,,HDR;,1080p@30fps;,"7 MP, f/2.2, 31mm (standard);",,,,HDR;,1080p@30fps;,,"Yes, with stereo speakers;",Yes;,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;","5.0, A2DP, EDR;","GPS, GLONASS (LTE model only);",No;,No;,"Lightning, USB 2.0;",,"Fingerprint (front-mounted), accelerometer, gyro, compass, barometer;",,,,,,,,,"Li-Po 8134 mAh, non-removable (30.8 Wh);",,,Up to 10 h (multimedia);,,"Space Gray, Silver, Gold;","A2153, A2123, A2154, A2152, iPad11,3, iPad11,4;",1.19 W/kg (body) &nbsp; &nbsp; ;0.99 W/kg (body) &nbsp; &nbsp; ;,0.99 W/kg (body) &nbsp; &nbsp; ;,About 550 EUR;
10444,Apple iPad Air (2020),Apple,iPad Air (2020),"Also known as Apple iPad Air 4, iPad Air (4th generation)
Wi-Fi + Cellular & GPS: A2324, A2072 (Global), A2325 (China)
Wi-Fi only, w/o GPS: A2316",GSM / HSPA / LTE;,GSM 850 / 900 / 1800 / 1900 ;,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ;,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 46, 48, 66, 71 - A2324;1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66 - A2072;",,"HSPA, LTE (CA);",,,"2020, September 15;","Available. Released 2020, October 23;",247.6 x 178.5 x 6.1 mm (9.75 x 7.03 x 0.24 in);,458 g (Wi-Fi) / 460 g (3G/LTE) (1.01 lb);,"Glass front, aluminum back, aluminum frame;",,Nano-SIM and eSIM;,Stylus support;,"Liquid Retina IPS LCD, 500 nits (typ);","10.9 inches, 359.2 cm2 (~81.3% screen-to-body ratio);",1640 x 2360 pixels (~264 ppi density);,"Scratch-resistant glass, oleophobic coating;",,"iPadOS 14.1, upgradable to iPadOS 17.5.1;",Apple A14 Bionic (5 nm);,Hexa-core (2x3.0 GHz Firestorm + 4x1.8 GHz Icestorm);,Apple GPU (4-core graphics);,No;,,"64GB 4GB RAM,  256GB 4GB RAM;",,,"12 MP, f/1.8, (wide), 1/3.0"", 1.22Âµm, dual pixel PDAF;",,,,,,HDR;,"4K@24/30/60fps, 1080p@30/60/120/240fps; gyro-EIS;","7 MP, f/2.0, 31mm (standard);",,,,HDR;,1080p@30/60fps;,,"Yes, with stereo speakers;",No;,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot;","5.0, A2DP, EDR;","GPS, GLONASS (LTE model only);",No;,No;,"USB Type-C, magnetic connector;",,"Fingerprint (top-mounted), accelerometer, gyro, compass, barometer;",,,,,,,,,"Li-Ion 7606 mAh (28.93 Wh), non-removable;",,,,,"Space Gray, Silver, Rose Gold, Green, Sky Blue;","A2324, A2072, A2325, A2316, iPad13,1, iPad13,2;",,,About 640 EUR;
11411,Apple iPad Air (2022),Apple,iPad Air (2022),"Also known as Apple iPad Air 5, iPad Air (5th generation)
Wi-Fi + Cellular & GPS: A2589, A2591 (Global)
Wi-Fi only, w/o GPS: A2588",GSM / HSPA / LTE / 5G;,GSM 850 / 900 / 1800 / 1900 ;,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ;,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66, 71 - A2589;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 46, 48, 66, 71 - A2591;","1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 29, 30, 38, 40, 41, 48, 66, 71, 77, 78, 79 SA/NSA/Sub6 - A2589, A2591;","HSPA, LTE (CA), 5G;",,,"2022, March 08;","Available. Released 2022, March 18;",247.6 x 178.5 x 6.1 mm (9.75 x 7.03 x 0.24 in);,461 g (Wi-Fi) / 462 g (5G) (1.02 lb);,"Glass front, aluminum back, aluminum frame;",,Nano-SIM and eSIM;,Stylus support (2nd gen);,"Liquid Retina IPS LCD, 500 nits (typ);","10.9 inches, 359.2 cm2 (~81.3% screen-to-body ratio);",1640 x 2360 pixels (~264 ppi density);,"Scratch-resistant glass, oleophobic coating;",,"iPadOS 15.4, upgradable to iPadOS 17.5.1;",Apple M1;,Octa-core (4x3.2 GHz & 4xX.X GHz);,Apple GPU (8-core graphics);,No;,,"64GB, 256GB 8GB RAM;",,,"12 MP, f/1.8, (wide), 1/3.0"", 1.22Âµm, dual pixel PDAF;",,,,,,HDR;,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps; gyro-EIS;","12 MP, f/2.4, 122Ëš (ultrawide);",,,,HDR;,1080p@30/60fps;,,"Yes, with stereo speakers;",No;,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot;","5.0, A2DP, EDR;","GPS, GLONASS (5G model only);",No;,No;,"USB Type-C 3.1 Gen2, DisplayPort, magnetic connector;",,"Fingerprint (top-mounted), accelerometer, gyro, compass, barometer;",,,,,,,,,"Li-Ion (28.6 Wh), non-removable;",,,,,"Space Gray, Starlight, Pink, Purple, Blue;","A2588, A2589, A2591, iPad13,16, iPad13,17;",,,About 550 EUR;
12984,Apple iPad Air 11 (2024),Apple,iPad Air 11 (2024),"Also known as Apple iPad Air 11â€‘inch (M2)
Wi-Fi + Cellular & GPS: A2899 (Global); A2900 (China)
Wi-Fi only, w/o GPS: A2902",GSM / HSPA / LTE / 5G;,GSM 850 / 900 / 1800 / 1900 ;,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ;,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 48, 66, 71 - A2899;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 48, 66, 71 - A2900;","1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 70, 71, 75, 76, 77, 78, 79 SA/NSA/Sub6 - A2899, A2900;","HSPA, LTE (CA), 5G;",,,"2024, May 07;","Available. Released 2024, May 15;",247.6 x 178.5 x 6.1 mm (9.75 x 7.03 x 0.24 in);,462 g (1.02 lb);,"Glass front, aluminum back, aluminum frame;",,eSIM;,"Stylus support (Apple Pencil Pro, Apple Pencil 2);","Liquid Retina IPS LCD, 500 nits (typ);","11.0 inches, 357.6 cm2 (~80.9% screen-to-body ratio);",1640 x 2360 pixels (~264 ppi density);,"Scratch-resistant glass, oleophobic coating;",,iPadOS 17.4;,Apple M2;,Octa-core (4 performance cores and 4 efficiency cores);,Apple GPU (9-core graphics);,No;,,"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM, 1TB 8GB RAM;",,,"12 MP, f/1.8, (wide), 1/3.0"", 1.22Âµm, dual pixel PDAF;",,,,,,HDR;,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps; gyro-EIS;","12 MP, f/2.4, 122Ëš (ultrawide);",,,,HDR;,1080p@25/30/60fps; gyro-EIS;,,"Yes, with stereo speakers;",No;,,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot;","5.3, A2DP, LE;","GPS, GLONASS (5G model only);",No;,No;,"USB Type-C 3.1 Gen2, DisplayPort, magnetic connector;",,"Fingerprint (top-mounted), accelerometer, gyro, compass, barometer;",,,,,,,,,"Li-Po (28.93 Wh), non-removable;",,,,,"Space Gray, Starlight, Purple, Blue;","A2902, A2899, A2900, iPad14,8, iPad14,9;",,,About 700 EUR;
12985,Apple iPad Air 13 (2024),Apple,iPad Air 13 (2024),"Also known as Apple iPad Air 13â€‘inch (M2)
Wi-Fi + Cellular & GPS: A2903 (Global); A2904 (China)
Wi-Fi only, w/o GPS: A2898",GSM / HSPA / LTE / 5G;,GSM 850 / 900 / 1800 / 1900 ;,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ;,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 48, 66, 71 - A2903;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 42, 48, 66, 71 - A2904;","1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 70, 71, 75, 76, 77, 78, 79 SA/NSA/Sub6 - A2903, A2904;","HSPA, LTE (CA), 5G;",,,"2024, May 07;","Available. Released 2024, May 15;",280.6 x 214.9 x 6.1 mm (11.05 x 8.46 x 0.24 in);,617 g (Wi-Fi) / 618 g (5G) (1.36 lb);,"Glass front, aluminum back, aluminum frame;",,eSIM;,"Stylus support (Apple Pencil Pro, Apple Pencil 2);","Liquid Retina IPS LCD, 600 nits (typ);","13.0 inches, 519.3 cm2 (~86.1% screen-to-body ratio);","2048 x 2732 pixels, 4:3 ratio (~264 ppi density);","Scratch-resistant glass, oleophobic coating;",,iPadOS 17.5.1;,Apple M2;,Octa-core (4 performance cores and 4 efficiency cores);,Apple GPU (9-core graphics);,No;,,"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM, 1TB 8GB RAM;",,,"12 MP, f/1.8, (wide), 1/3.0"", 1.22Âµm, dual pixel PDAF;",,,,,,HDR;,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps; gyro-EIS;","12 MP, f/2.4, 122Ëš (ultrawide);",,,,HDR;,1080p@25/30/60fps; gyro-EIS;,,"Yes, with stereo speakers;",No;,,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, hotspot;","5.3, A2DP, LE;","GPS, GLONASS (5G model only);",No;,No;,"USB Type-C 3.1 Gen2, DisplayPort, magnetic connector;",,"Fingerprint (top-mounted), accelerometer, gyro, compass, barometer;",,,,,,,,,"Li-Po (36.59 Wh), non-removable;",,,,,"Space Gray, Starlight, Purple, Blue;","A2898, A2903, A2904,  iPad14,10,  iPad14,11;",,,About 950 EUR;
6742,Apple iPad Air 2,Apple,iPad Air 2,"Supported LTE Networks
Versions: Apple iPad Air 2 Wi-Fi + Cellular (3G/LTE); Apple iPad Air 2 Wi-Fi (Wi-Fi, w/o GPS)",GSM / CDMA / HSPA / EVDO / LTE;,GSM 850 / 900 / 1800 / 1900 ;CDMA 800 / 1900 ;,HSDPA 850 / 900 / 1700 / 1900 / 2100 ;CDMA2000 1xEV-DO ;,"1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29, 38, 39, 40, 41 - A1567;",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps;",,,"2014, October 16. Released 2014, October 24;",Discontinued;,240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in);,437 g (Wi-Fi) / 444 g (3G/LTE) (15.41 oz);,"Glass front, aluminum back, aluminum frame;",,Nano-SIM and eSIM;,,IPS LCD;,"9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio);","1536 x 2048 pixels, 4:3 ratio (~264 ppi density);","Scratch-resistant glass, oleophobic coating;",,"iOS 8.1, upgradable to iPadOS 15.8.1;",Apple A8X (20 nm);,Triple-core 1.5 GHz Typhoon;,PowerVR GXA6850 (octa-core graphics);,No;,,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM;",,,"8 MP, f/2.4, 31mm (standard), 1.12Âµm, AF;",,,,,,HDR;,"1080p@30fps, 720p@120fps, HDR, stereo sound rec.;","1.2 MP, f/2.2, 31mm (standard);",,,,"face detection, HDR, FaceTime over Wi-Fi or Cellular;",720p@30fps;,,"Yes, with stereo speakers;",Yes;,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;","4.0, A2DP, EDR;","GPS, GLONASS (3G/LTE model only);",No;,No;,"Lightning, USB 2.0;",,"Fingerprint (front-mounted), accelerometer, gyro, compass, barometer;",,,,,,,,,"Li-Po 7340 mAh, non-removable (27.62 Wh);",,,Up to 10 h (multimedia);,,"Space Gray, Silver, Gold;","A1566, A1567, iPad5,3, iPad5,4;",,,About 440 EUR;
9637,Apple iPad mini (2019),Apple,iPad mini (2019),"Also known as Apple iPad mini 5, iPad mini (5th generation)
Wi-Fi + Cellular & GPS: A2126, A2124 (Global); A2125 (China)
Wi-Fi only, w/o GPS: A2133 (Global)",GSM / HSPA / LTE;,GSM 850 / 900 / 1800 / 1900 ;,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ;,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 46, 66, 71 - A2126;1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 66 - A2124;",,"HSPA 42.2/5.76 Mbps, LTE (CA) Cat16 1024/150 Mbps;",,,"2019, March 18;","Available. Released 2019, March 18;",203.2 x 134.8 x 6.1 mm (8.0 x 5.31 x 0.24 in);,300.5 g (Wi-Fi) / 308.2 g (3G/LTE) (10.86 oz);,"Glass front, aluminum back, aluminum frame;",,Nano-SIM and eSIM;,Stylus support (1st gen only);,IPS LCD;,"7.9 inches, 193.3 cm2 (~70.6% screen-to-body ratio);","1536 x 2048 pixels, 4:3 ratio (~324 ppi density);","Scratch-resistant glass, oleophobic coating;",,"iOS 12.1.3, upgradable to iPadOS 17.5.1;",Apple A12 Bionic (7 nm);,Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest);,Apple GPU (4-core graphics);,No;,,"64GB 3GB RAM, 256GB 3GB RAM;",,,"8 MP, f/2.4, 32mm (standard), 1.12Âµm, AF;",,,,,,HDR;,1080p@30fps;,"7 MP, f/2.2, 31mm (standard);",,,,HDR;,1080p@30fps;,,"Yes, with stereo speakers;",Yes;,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;","5.0, A2DP, EDR;","GPS, GLONASS (Wiâ€‘Fi + Cellular model only);",No;,No;,"Lightning, USB 2.0;",,"Fingerprint (front-mounted), accelerometer, gyro, compass, barometer;",,,,,,,,,"Li-Ion 5124 mAh, non-removable (19.1 Wh);",,,Up to 10 h (multimedia);,,"Space Gray, Silver, Gold;","A2126, A2124, A2133, A2125, iPad11,1, iPad11,2;",1.19 W/kg (body) &nbsp; &nbsp; ;0.99 W/kg (body) &nbsp; &nbsp; ;,0.99 W/kg (body) &nbsp; &nbsp; ;,About 450 EUR;
